,SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR
215, J0835-0819 ,128.92488718799999,-8.321860297,  2MASSI J0835425-081923 ,2003AJ....126.2421C,5753687109122994048,0.32,       ...,                ...,       L5 ,2003AJ....126.2421C,       L4 ,2013AJ....146..161M,      ... ,               ... ,137.49,0.39,2016AJ....152...24W,13.169,0.024,11.937999999999999,0.024,11.136,0.021,10.407,0.022000000000000002,10.048,0.02,9.472000000000001,0.039,-99999.0,-99999.0,20.627,0.033,18.227,0.011000000000000001,16.509,0.002,15.475,0.006999999999999999,18.463,0.003,776.8,1.9,21.445,0.19399999999999998,36.5,6.5,16.781,0.01,1557.5,15.0,18.14,138.61,0.28,-535.66,0.44,302.74,0.41
216, J0835+2224 ,128.938289841,22.408487837,  2MASS 08354537+2224310 ,2008AJ....135..785W,665666230904033792,0.06,       ...,                ...,       L0 ,2008AJ....135..785W,     M8.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.735,0.055999999999999994,14.927,0.06,14.447000000000001,0.068,14.190999999999999,0.027999999999999997,13.854000000000001,0.045,12.432,-99999.0,24.39,0.42,22.26,0.071,19.702,0.019,18.22,0.005,17.331,0.01,20.249000000000002,0.006,149.8,0.8,21.414,0.138,37.6,4.8,18.485,0.021,324.2,6.4,20.26,11.17,1.04,-156.21,1.88,-32.44,1.01
218, J0836+4503 ,129.04780991799998,45.055363021999995,  2MASS 08361142+4503195 ,2010AJ....139.1808S,918171923786792320,0.03,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.267999999999999,0.055999999999999994,14.423,0.059000000000000004,13.925,0.055,13.612,0.025,13.379000000000001,0.032,11.935,-99999.0,22.194000000000003,-99999.0,22.039,0.031,19.586,0.021,18.06,0.013000000000000001,17.163,0.015,20.05,0.006,180.0,0.9,21.635,0.253,30.6,7.1,18.357,0.021,364.8,7.0,19.998,22.37,0.65,30.66,0.98,-11.54,0.68
219, J0836+0221 ,129.05574833,2.351880665,ULAS J083613.47+022106.3 ,2017MNRAS.470.4885M,3079520585212459392,0.04,       ...,                ...,       M8 ,2017MNRAS.470.4885M,  -99999. ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,14.761,0.037000000000000005,14.165,0.036000000000000004,13.707,0.044000000000000004,13.25,0.025,13.065,0.03,12.139000000000001,-99999.0,21.651,0.129,21.381999999999998,0.09,18.962,0.01,17.469,0.006,16.573,0.005,19.522000000000002,0.004,292.7,1.2,21.226,0.20600000000000002,44.7,8.5,17.792,0.012,614.0,6.8,19.277,15.53,0.76,-104.05,1.21,35.5,0.82
220, J0836+4949 ,129.092607666,49.826050735,  2MASS 08362199+4949312 ,2010AJ....139.1808S,1027068590488156928,0.1,       ...,                ...,       L0 ,2010AJ....139.1808S,    M9.5: ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.421,0.061,14.639000000000001,0.07200000000000001,14.538,0.11800000000000001,14.003,0.027000000000000003,13.735999999999999,0.036000000000000004,12.515999999999998,-99999.0,-99999.0,-99999.0,21.73,0.054000000000000006,19.602999999999998,0.019,18.137,0.006999999999999999,17.24,0.013999999999999999,20.12,0.008,168.8,1.2,21.554000000000002,0.312,33.0,9.5,18.474,0.036000000000000004,327.6,10.9,20.132,17.09,0.98,135.95,1.39,138.08,1.19
221, J0836+0526 ,129.192825866,5.445142206,  2MASS 08364635+0526426 ,2008AJ....135..785W,594561428117139072,0.09,       ...,                ...,       L0 ,2008AJ....135..785W,     M9.5 ,2014ApJ...794..143B,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,14.575999999999999,0.037000000000000005,13.905,0.037000000000000005,13.287,0.034,13.055,0.024,12.831,0.026000000000000002,12.0,-99999.0,21.138,0.27,21.372,0.11599999999999999,18.744,0.005,17.302,0.004,16.382,0.006,19.235,0.003,381.5,0.9,21.49,0.154,35.1,5.0,17.617,0.008,721.2,5.5,19.214000000000002,18.29,0.47,-86.08,0.78,-6.67,0.54
222, J0840+4517 ,130.00649682899999,45.297529282,  2MASS 08400161+4517522 ,2008AJ....135..785W,917396561932264576,0.04,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.73,0.066,14.933,0.08,14.296,0.057999999999999996,13.967,0.026000000000000002,13.722999999999999,0.034,12.464,-99999.0,23.163,0.5,22.525,0.023,20.148,0.012,18.689,0.01,17.665,0.016,20.64,0.01,104.6,1.0,21.835,0.311,25.5,7.3,19.028,0.055999999999999994,196.5,10.1,20.409000000000002,16.08,1.43,-52.77,2.12,-75.68,1.39
223, J0841+6035 ,130.278402174,60.584726288999995,  2MASS 08410686+6035067 ,2010AJ....139.1808S,1042025109723536768,0.26,       ...,                ...,       L4 ,2010AJ....139.1808S,     L1.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.943,0.095,15.034,0.099,14.69,0.091,14.140999999999998,0.026000000000000002,13.859000000000002,0.034,12.462,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.378,0.016,18.957,0.011000000000000001,17.972,0.021,20.958000000000002,0.015,78.0,1.1,21.608,0.17,31.4,4.9,19.224,0.044000000000000004,164.1,6.7,20.776,20.15,2.12,-8.37,3.26,-99.48,3.66
224, J0842+0935 ,130.586793676,9.586315016,ULAS J084220.87+093510.8 ,2016A&A...589A..49S,598183391219462912,0.24,       ...,                ...,      ... ,               ... ,      ... ,               ... ,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.921,0.10099999999999999,15.06,0.08900000000000001,14.488,0.106,14.220999999999998,0.027999999999999997,13.932,0.040999999999999995,12.284,-99999.0,23.25,-99999.0,20.989,-99999.0,20.385,0.019,18.864,0.01,17.884,0.013999999999999999,20.845,0.01,86.5,0.8,21.625,0.364,31.0,10.4,19.070999999999998,0.049,188.9,8.5,20.634,14.4,1.93,-57.58,3.27,-4.24,1.93
225, J0843+3141 ,130.782853555,31.691349039000002,  2MASS 08430796+3141297 ,2010AJ....139.1808S,709888240682536448,0.02,       ...,                ...,       L3 ,2010AJ....139.1808S,     L2.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.992,0.1,15.220999999999998,0.11900000000000001,14.645999999999999,0.111,13.975999999999999,0.027999999999999997,13.647,0.035,11.987,0.379,22.888,-99999.0,22.131999999999998,0.18100000000000002,20.387,0.023,18.972,0.012,18.017,0.006999999999999999,20.913,0.01,81.3,0.8,21.351999999999997,0.27899999999999997,39.8,10.2,19.288,0.043,154.7,6.2,20.755,14.8,2.26,-52.29,3.44,-43.35,2.19
226, J0843+1024 ,130.88908723,10.410605122,  2MASS 08433323+1024470 ,2010AJ....139.1808S,598390790892369920,0.28,       ...,                ...,       L1 ,2010AJ....139.1808S,    L2.5: ,2014ApJ...794..143B,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,14.866,0.038,14.085,0.044000000000000004,13.671,0.04,13.17,0.023,12.932,0.026000000000000002,12.089,0.355,-99999.0,-99999.0,21.484,0.076,19.39,0.013999999999999999,17.922,0.006,16.831,0.013000000000000001,19.785999999999998,0.005,229.6,1.0,21.561999999999998,0.188,32.8,5.7,18.083,0.02,469.4,8.4,19.904,32.5,0.56,140.26,1.02,-579.11,0.62
227, J0844+2847 ,131.02928370799998,28.783572091,  2MASS 08440699+2847026 ,2010AJ....139.1808S,705196452767219200,0.05,       ...,                ...,       L2 ,2010AJ....139.1808S,      ... ,               ... ,     L2.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.868,0.057,14.82,0.051,14.335,0.057999999999999996,13.924000000000001,0.027999999999999997,13.662,0.040999999999999995,12.103,-99999.0,-99999.0,-99999.0,22.087,0.209,20.295,0.032,18.769000000000002,0.013999999999999999,17.822,0.006,20.723000000000003,0.01,96.9,0.9,21.160999999999998,0.281,47.4,12.3,18.949,0.043,211.4,8.4,20.635,18.78,1.81,27.91,2.65,-93.2,1.97
228, J0845+3605 ,131.334079159,36.097469016,  2MASS 08452021+3605515 ,2008AJ....135..785W,717468896612925952,0.11,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.815999999999999,0.068,15.009,0.066,14.452,0.08199999999999999,14.245,0.028999999999999998,13.950999999999999,0.042,12.317,-99999.0,22.701,0.37,20.59,0.17,20.214000000000002,0.023,18.739,0.013000000000000001,17.746,0.013000000000000001,20.749000000000002,0.008,94.5,0.7,21.541999999999998,0.331,33.4,10.2,19.082,0.055999999999999994,187.0,9.7,20.297,14.8,1.66,-22.49,2.83,-35.63,2.5
230, J0847+2607 ,131.99525186,26.123158286,  2MASS 08475895+2607241 ,2008AJ....135..785W,691085629773862912,0.03,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,14.92,0.033,14.129000000000001,0.036000000000000004,13.689,0.039,13.38,0.025,13.092,0.031,11.708,-99999.0,24.48,0.55,21.345,0.105,19.081,0.013000000000000001,17.592,0.009000000000000001,16.669,0.005,19.562,0.003,282.2,0.8,21.517,0.134,34.2,4.2,17.907,0.015,552.3,7.6,19.707,19.62,0.53,-73.51,0.75,-44.02,0.49
231, J0852+4219 ,133.05767162,42.322256515999996, SDSSJ085213.94+421921.3 ,2010AJ....139.1808S,912945193400545664,0.15,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,15.64,0.07,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.305999999999997,0.006,142.2,0.8,21.252,0.255,43.6,10.2,18.622,0.021,285.7,5.6,20.375,17.45,0.83,-96.14,1.28,-84.06,0.87
232, J0853-0349 ,133.39844025600001,-3.49313674,               LP666-009 ,1976LHS...C......0L,5761985432616501376,0.19,       ...,                ...,     M9.0 ,2009ApJ...704..975J,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,11.212,0.026000000000000002,10.469000000000001,0.026000000000000002,9.942,0.024,9.624,0.023,9.381,0.02,8.967,0.027999999999999997,18.885,-99999.0,17.872,0.006,15.469000000000001,0.001,14.029000000000002,0.006999999999999999,13.08,0.022000000000000002,15.909,0.001,8163.3,8.7,19.083,0.037000000000000005,321.7,10.9,14.333,0.005,14840.4,69.2,15.895,115.3,0.11,-516.88,0.18,-199.41,0.13
233, J0856+1240 ,134.008126352,12.670511763,  2MASS 08560211+1240150 ,2010AJ....139.1808S,605080765097481856,0.15,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.452,0.054000000000000006,14.674000000000001,0.049,14.275,0.05,13.937999999999999,0.026000000000000002,13.719000000000001,0.038,12.214,-99999.0,-99999.0,-99999.0,22.035999999999998,0.231,19.757,0.012,18.343,0.006999999999999999,17.412,0.01,20.299,0.006,143.2,0.7,21.521,0.179,34.1,5.6,18.643,0.028999999999999998,280.4,7.5,20.214000000000002,15.5,0.95,-130.56,1.52,-67.69,0.9
235, J0858+2214 ,134.522644302,22.249182474,  2MASS 08580549+2214582 ,2010AJ....139.1808S,685928714080746240,0.15,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.231,0.046,14.42,0.049,13.835999999999999,0.047,13.573,0.026000000000000002,13.32,0.032,12.519,-99999.0,21.949,0.168,21.878,0.079,19.621,0.006999999999999999,18.133,0.006999999999999999,17.154,0.015,20.077,0.005,175.7,0.8,20.985,0.18899999999999997,55.8,9.7,18.386,0.023,355.1,7.4,20.003,23.37,0.89,-46.08,1.39,-72.0,0.86
236, J0858+2710 ,134.654364987,27.180176085,  2MASS 08583693+2710518 ,2008AJ....135..785W,692611412610605440,0.11,       ...,                ...,       L0 ,2008AJ....135..785W,       L0 ,2014ApJ...794..143B,     L2.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.047,0.048,14.229000000000001,0.046,13.664000000000001,0.046,13.128,0.024,12.843,0.027000000000000003,11.731,0.272,23.82,0.45,21.544,0.062,19.423,0.01,17.964000000000002,0.004,16.987000000000002,0.008,19.926,0.005,201.7,0.9,21.074,0.209,51.4,9.9,18.250999999999998,0.023,402.3,8.4,19.765,18.91,1.28,90.37,1.51,-202.1,1.02
237, J0859+6341 ,134.909656552,63.691044821999995,  2MASS 08593854+6341355 ,2008AJ....136.1290R,1044279864474742272,0.12,       ...,                ...,       L0 ,2008AJ....136.1290R,     M8.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,13.700999999999999,0.028999999999999998,12.89,0.03,12.387,0.026000000000000002,11.989,0.024,11.761,0.021,11.412,0.152,-99999.0,-99999.0,20.205,0.095,17.944000000000003,0.005,-99999.0,-99999.0,15.595,0.012,18.395,0.002,826.6,1.5,20.906999999999996,0.121,59.9,6.7,16.79,0.01,1544.4,13.8,18.295,45.19,0.33,-98.64,0.31,-494.04,0.45
238, J0901+3818 ,135.478240606,38.310168456999996, SDSSJ090154.72+381837.5 ,2010AJ....139.1808S,719191517802059520,0.1,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,15.31,0.05,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.028,0.006,183.7,1.0,20.872,0.34,61.9,19.4,18.364,0.02,362.5,6.5,20.045,17.3,0.85,34.19,1.23,-68.46,0.98
240, J0907+4509 ,136.907357865,45.15976759,  2MASS 09073765+4509359 ,2008AJ....135..785W,1009608650782545280,0.06,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.411,0.033,13.742,0.032,13.414000000000001,0.04,13.061,0.025,12.761,0.026000000000000002,11.87,0.245,23.34,0.3,21.046,0.016,18.500999999999998,0.006,17.038,0.005,16.137999999999998,0.009000000000000001,18.99,0.003,477.8,1.3,21.553,0.214,33.1,6.5,17.364,0.011000000000000001,910.0,8.9,19.301,26.28,0.36,67.8,0.53,-36.14,0.56
241, J0908+5032 ,137.155562289,50.533587847,  2MASSI J0908380+503208 ,2003AJ....126.2421C,1016186483389930752,0.24,       ...,                ...,       L5 ,2003AJ....126.2421C,       L9 ,2004AJ....127.3553K,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.549000000000001,0.023,13.477,0.03,12.945,0.027000000000000003,12.097999999999999,0.023,11.651,0.023,10.748,0.114,-99999.0,-99999.0,22.081,0.182,19.983,0.017,17.636,0.005,16.613,0.013000000000000001,19.795,0.005,227.8,1.1,21.346999999999998,0.20600000000000002,40.0,7.6,17.959,0.032,526.3,15.5,20.114,95.82,0.7,-416.23,1.81,-471.08,1.2
242, J0909+1940 ,137.449909465,19.67941697,  2MASS 09094822+1940428 ,2010AJ....139.1808S,636342839906737792,0.17,       ...,                ...,       L1 ,2010AJ....139.1808S,       L0 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.732999999999999,0.032,13.925,0.033,13.44,0.033,13.171,0.025,12.925,0.027999999999999997,11.904000000000002,0.368,24.96,0.013000000000000001,21.535999999999998,0.032,19.119,0.01,17.612000000000002,0.009000000000000001,16.678,0.005,19.561,0.005,282.5,1.3,21.175,0.221,46.8,9.5,17.904,0.017,553.3,8.8,19.735,27.81,0.67,-209.54,1.0,183.51,0.68
245, J0911+3206 ,137.870140096,32.112421907,  2MASS 09112901+3206447 ,2008AJ....135..785W,700227729657605248,0.05,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.898,0.084,15.219000000000001,0.102,14.777999999999999,0.124,14.52,0.03,14.388,0.053,12.514000000000001,-99999.0,25.44,0.45,23.13,0.99,20.284000000000002,0.019,18.759,0.008,17.794,0.009000000000000001,20.744,0.011000000000000001,95.0,0.9,20.680999999999997,0.34299999999999997,73.8,23.3,19.051,0.034,192.4,6.1,20.861,12.15,2.21,-123.55,2.69,10.69,2.47
246, J0912+4203 ,138.025702038,42.058741985,  2MASS 09120640+4203304 ,2008AJ....135..785W,816849320241672320,0.13,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.985999999999999,0.091,15.376,0.10400000000000001,14.934000000000001,0.125,14.677999999999999,0.027999999999999997,14.355,0.042,12.664000000000001,-99999.0,24.55,0.36,22.78,0.16,20.054000000000002,0.016,18.592,0.006999999999999999,17.721,0.008,20.599,0.008,108.6,0.8,21.421,0.147,37.3,5.0,18.906,0.033,220.1,6.6,20.798000000000002,12.81,1.18,-149.85,2.34,53.09,1.82
247, J0914+1057 ,138.559994827,10.955282222000001,ULAS J091414.39+105719.3 ,2016A&A...589A..49S,591910093265196672,0.04,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.5,0.07400000000000001,14.807,0.078,14.257,0.098,14.029000000000002,0.027999999999999997,13.686,0.037000000000000005,12.504000000000001,-99999.0,21.732,-99999.0,22.185,0.141,19.623,0.013000000000000001,18.153,0.006999999999999999,17.246,0.006999999999999999,20.129,0.008,167.4,1.3,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.108,15.27,0.91,5.5,1.61,-31.31,1.56
250, J0916+5124 ,139.246516483,51.414025885, SDSSJ091659.10+512450.4 ,2010AJ....139.1808S,1019331254149755904,0.2,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,14.41,0.03,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.219,0.008,387.1,2.8,21.594,0.161,31.8,4.7,17.340999999999998,0.015,929.5,12.9,19.145,21.3,0.8,31.19,1.0,-2.49,1.17
251, J0917+2944 ,139.45956071,29.745626702,  2MASS 09175035+2944455 ,2008AJ....135..785W,698742628750797568,0.06,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.845999999999998,0.077,14.972999999999999,0.086,14.497,0.08199999999999999,14.095999999999998,0.028999999999999998,13.824000000000002,0.038,12.123,-99999.0,22.784000000000002,0.57,20.607,0.23,20.297,0.019,18.76,0.011000000000000001,17.752,0.01,20.736,0.011000000000000001,95.8,1.0,21.563000000000002,0.14800000000000002,32.8,4.5,18.961,0.046,209.1,8.9,20.316,18.51,2.43,-47.54,2.51,-65.78,1.84
252, J0920+2651 ,140.10975151899999,26.86566071,  2MASS 09202645+2651583 ,2008AJ....135..785W,694830673753361024,0.08,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.827,0.07400000000000001,14.966,0.076,14.617,0.094,14.280999999999999,0.027999999999999997,14.084000000000001,0.044000000000000004,12.517000000000001,-99999.0,23.45,0.27,22.031,0.191,20.017,0.018000000000000002,18.637,0.01,17.695999999999998,0.006999999999999999,20.601,0.009000000000000001,108.4,0.8,21.666999999999998,0.26899999999999996,29.8,7.4,18.914,0.038,218.4,7.7,20.489,14.27,1.38,-102.57,1.77,-120.09,1.34
253, J0921-2104 ,140.309917355,-21.082931178,  2MASS 09211410-2104446 ,2008AJ....136.1290R,5676353096222033792,0.48,       ...,                ...,     L1.5 ,2008AJ....136.1290R,L4 p(blue),2008ApJ...674..451B,      ... ,               ... ,-99999.0,-99999.0,               ... ,12.779000000000002,0.024,12.152000000000001,0.022000000000000002,11.69,0.023,11.238,0.022000000000000002,10.947000000000001,0.021,10.387,0.069,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,15.677999999999999,0.001,14.681,0.006,17.637,0.002,1661.8,3.1,21.147,0.126,48.1,5.6,15.984000000000002,0.013999999999999999,3244.0,40.6,18.211,79.31,0.23,245.94,0.31,-911.6,0.34
255, J0925+3216 ,141.294473076,32.271735814,ULAS J092510.70+321618.7 ,2016A&A...589A..49S,701159320947942528,0.11,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.100999999999999,0.044000000000000004,14.39,0.042,13.960999999999999,0.053,13.584000000000001,0.026000000000000002,13.276,0.031,11.600999999999999,-99999.0,20.961,-99999.0,21.741999999999997,0.071,19.243,0.012,17.785,0.005,16.845,0.006999999999999999,19.775,0.006,231.9,1.2,21.371,0.183,39.1,6.6,18.095,0.032,464.1,13.9,19.663,18.6,0.91,-62.78,1.08,-50.91,0.91
256, J0927+6027 ,141.989264895,60.463003293999996,  2MASS 09275741+6027464 ,2002AJ....123.3409H,1038876756960706048,0.03,       ...,                ...,       L1 ,2002AJ....123.3409H,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.52,0.055,14.743,0.055,14.231,0.055999999999999994,13.86,0.026000000000000002,13.562999999999999,0.03,12.335,-99999.0,22.114,0.52,21.723000000000003,0.215,19.955,0.013000000000000001,18.49,0.018000000000000002,17.473,0.011000000000000001,20.435,0.009000000000000001,126.3,1.0,21.726,0.35200000000000004,28.2,9.1,18.715999999999998,0.031,262.0,7.5,20.213,19.21,0.78,-8.6,1.58,29.42,1.39
